Tarih,Ort_Sicaklik,Hafta_Sonu,Su_Tuketimi_m3
2019-01-06,5.7,1,149280
2019-01-07,-2.3,0,136040
2019-01-08,2.4,0,141407
2019-01-09,-1.3,0,144879
2019-01-10,-2.3,0,140649
2019-01-11,-2.0,0,142006
2019-01-12,-0.5,1,142396
2019-01-13,6.4,1,139091
2019-01-14,1.1,0,139096
2019-01-15,0.6,0,139667
2019-01-16,0.7,0,139108
2019-01-17,-2.3,0,141765
2019-01-18,6.0,0,139483
2019-01-19,0.7,1,144511
2019-01-20,3.2,1,143401
2019-01-21,-1.9,0,139070
2019-01-22,-8.3,0,143054
2019-01-23,4.0,0,138284
2019-01-24,0.2,0,143571
2019-01-25,-3.1,0,135651
2019-01-26,-2.7,1,146549
2019-01-27,0.3,1,135990
2019-01-28,-1.0,0,140652
2019-01-29,-1.7,0,139070
2019-01-30,-2.2,0,143927
2019-01-31,2.9,0,142009
2019-02-01,-2.1,0,140064
2019-02-02,-3.2,1,146272
2019-02-03,2.7,1,151552
2019-02-04,-2.7,0,137269
2019-02-05,0.9,0,140924
2019-02-06,1.6,0,138147
2019-02-07,5.4,0,141194
2019-02-08,0.2,0,145775
2019-02-09,4.0,1,148781
2019-02-10,2.4,1,145920
2019-02-11,-2.2,0,139773
2019-02-12,-0.1,0,135773
2019-02-13,3.6,0,144390
2019-02-14,5.6,0,142006
2019-02-15,-0.0,0,143561
2019-02-16,-2.5,1,150562
2019-02-17,0.4,1,143141
2019-02-18,0.5,0,146165
2019-02-19,3.5,0,140856
2019-02-20,0.8,0,144002
2019-02-21,-0.3,0,147699
2019-02-22,0.6,0,139249
2019-02-23,4.5,1,143639
2019-02-24,1.5,1,147567
2019-02-25,6.5,0,142970
2019-02-26,2.2,0,144183
2019-02-27,5.0,0,144638
2019-02-28,-0.6,0,146400
2019-03-01,-3.8,0,149222
2019-03-02,2.0,1,150516
2019-03-03,3.0,1,150013
2019-03-04,2.1,0,149374
2019-03-05,0.5,0,145285
2019-03-06,4.5,0,148569
2019-03-07,5.8,0,148537
2019-03-08,5.8,0,150494
2019-03-09,3.0,1,154281
2019-03-10,10.2,1,153536
2019-03-11,4.4,0,149131
2019-03-12,8.4,0,148014
2019-03-13,9.1,0,152808
2019-03-14,10.6,0,151849
2019-03-15,11.3,0,156511
2019-03-16,7.0,1,158460
2019-03-17,5.8,1,152648
2019-03-18,7.5,0,151232
2019-03-19,6.7,0,152098
2019-03-20,3.3,0,155656
2019-03-21,10.8,0,156125
2019-03-22,11.4,0,152389
2019-03-23,12.6,1,151130
2019-03-24,6.9,1,160062
2019-03-25,7.8,0,151635
2019-03-26,16.6,0,158567
2019-03-27,7.8,0,155109
2019-03-28,9.7,0,159765
2019-03-29,13.0,0,155088
2019-03-30,10.1,1,160806
2019-03-31,5.6,1,154960
2019-04-01,10.8,0,159584
2019-04-02,7.4,0,159770
2019-04-03,15.5,0,158321
2019-04-04,10.1,0,163127
2019-04-05,14.2,0,161010
2019-04-06,8.1,1,162412
2019-04-07,13.6,1,162617
2019-04-08,9.6,0,164405
2019-04-09,8.7,0,163878
2019-04-10,13.3,0,165768
2019-04-11,12.7,0,162081
2019-04-12,10.9,0,164706
2019-04-13,10.8,1,167097
2019-04-14,13.0,1,167631
2019-04-15,11.9,0,161698
2019-04-16,18.2,0,162160
2019-04-17,15.9,0,167503
2019-04-18,13.5,0,166212
2019-04-19,8.7,0,164135
2019-04-20,13.2,1,169774
2019-04-21,16.3,1,163480
2019-04-22,11.6,0,167889
2019-04-23,16.2,0,169978
2019-04-24,16.0,0,167337
2019-04-25,20.4,0,166391
2019-04-26,12.9,0,169107
2019-04-27,18.3,1,175983
2019-04-28,15.2,1,172327
2019-04-29,20.7,0,168145
2019-04-30,18.9,0,171490
2019-05-01,19.5,0,169252
2019-05-02,17.2,0,164290
2019-05-03,17.9,0,164737
2019-05-04,21.7,1,175460
2019-05-05,13.5,1,178837
2019-05-06,16.7,0,174495
2019-05-07,21.7,0,174837
2019-05-08,18.6,0,173969
2019-05-09,17.6,0,173849
2019-05-10,17.6,0,173790
2019-05-11,19.9,1,177486
2019-05-12,17.7,1,178657
2019-05-13,21.7,0,177132
2019-05-14,28.5,0,178510
2019-05-15,19.2,0,179982
2019-05-16,24.5,0,177614
2019-05-17,22.4,0,178073
2019-05-18,24.7,1,185751
2019-05-19,21.2,1,183296
2019-05-20,22.2,0,180809
2019-05-21,23.7,0,176727
2019-05-22,25.3,0,178905
2019-05-23,25.7,0,182052
2019-05-24,24.5,0,178225
2019-05-25,25.7,1,186230
2019-05-26,20.1,1,179544
2019-05-27,24.1,0,181277
2019-05-28,23.0,0,178644
2019-05-29,29.5,0,181517
2019-05-30,23.8,0,183401
2019-05-31,19.9,0,183329
2019-06-01,25.5,1,185282
2019-06-02,25.8,1,185417
2019-06-03,30.5,0,184842
2019-06-04,26.4,0,181150
2019-06-05,26.6,0,188653
2019-06-06,32.5,0,188560
2019-06-07,30.5,0,185710
2019-06-08,29.3,1,185797
2019-06-09,26.2,1,184346
2019-06-10,21.3,0,185453
2019-06-11,27.8,0,189884
2019-06-12,25.4,0,184114
2019-06-13,26.0,0,182634
2019-06-14,29.1,0,189270
2019-06-15,27.7,1,192139
2019-06-16,23.2,1,188443
2019-06-17,29.5,0,183120
2019-06-18,24.8,0,186348
2019-06-19,32.6,0,190525
2019-06-20,30.9,0,193346
2019-06-21,28.5,0,190097
2019-06-22,33.1,1,192327
2019-06-23,27.1,1,193027
2019-06-24,28.1,0,185633
2019-06-25,31.6,0,194004
2019-06-26,29.3,0,186165
2019-06-27,26.4,0,185319
2019-06-28,31.5,0,192235
2019-06-29,35.4,1,198928
2019-06-30,24.7,1,190923
2019-07-01,28.7,0,190909
2019-07-02,31.4,0,191556
2019-07-03,31.5,0,190950
2019-07-04,26.3,0,188912
2019-07-05,31.5,0,195007
2019-07-06,29.9,1,194262
2019-07-07,25.6,1,196145
2019-07-08,31.4,0,194739
2019-07-09,26.6,0,187718
2019-07-10,31.3,0,196643
2019-07-11,35.1,0,204692
2019-07-12,32.0,0,190843
2019-07-13,28.8,1,194566
2019-07-14,30.9,1,198023
2019-07-15,28.7,0,191110
2019-07-16,34.5,0,203243
2019-07-17,31.6,0,192671
2019-07-18,37.9,0,203310
2019-07-19,30.8,0,196125
2019-07-20,26.9,1,191064
2019-07-21,31.4,1,195590
2019-07-22,29.2,0,192637
2019-07-23,30.9,0,194344
2019-07-24,32.1,0,191992
2019-07-25,30.3,0,195281
2019-07-26,23.1,0,190016
2019-07-27,27.0,1,195800
2019-07-28,26.7,1,198198
2019-07-29,29.9,0,191568
2019-07-30,31.4,0,194558
2019-07-31,32.2,0,192732
2019-08-01,28.5,0,188978
2019-08-02,27.6,0,193234
2019-08-03,29.1,1,194442
2019-08-04,29.3,1,194142
2019-08-05,33.2,0,194377
2019-08-06,29.2,0,193062
2019-08-07,29.7,0,194652
2019-08-08,25.4,0,190552
2019-08-09,21.0,0,189264
2019-08-10,27.7,1,196012
2019-08-11,26.6,1,192231
2019-08-12,28.9,0,190799
2019-08-13,29.6,0,188026
2019-08-14,32.5,0,195215
2019-08-15,30.9,0,192445
2019-08-16,27.4,0,190377
2019-08-17,26.6,1,189516
2019-08-18,31.0,1,195336
2019-08-19,31.9,0,188196
2019-08-20,29.8,0,189884
2019-08-21,25.3,0,188955
2019-08-22,30.5,0,193229
2019-08-23,27.8,0,186106
2019-08-24,25.1,1,193549
2019-08-25,32.0,1,193343
2019-08-26,29.9,0,195995
2019-08-27,26.9,0,186202
2019-08-28,28.6,0,187549
2019-08-29,18.2,0,183887
2019-08-30,27.6,0,183451
2019-08-31,29.8,1,191282
2019-09-01,30.5,1,190479
2019-09-02,28.2,0,189470
2019-09-03,25.7,0,180696
2019-09-04,26.4,0,182610
2019-09-05,18.9,0,189884
2019-09-06,23.4,0,187152
2019-09-07,26.8,1,194507
2019-09-08,23.6,1,185209
2019-09-09,23.7,0,181648
2019-09-10,25.7,0,183319
2019-09-11,23.1,0,184724
2019-09-12,19.0,0,179341
2019-09-13,24.1,0,182742
2019-09-14,24.2,1,191112
2019-09-15,33.8,1,188542
2019-09-16,19.5,0,178106
2019-09-17,21.9,0,176330
2019-09-18,19.7,0,178962
2019-09-19,19.9,0,177989
2019-09-20,20.7,0,183847
2019-09-21,25.7,1,180976
2019-09-22,24.1,1,189311
2019-09-23,21.8,0,182396
2019-09-24,20.9,0,173347
2019-09-25,21.9,0,179697
2019-09-26,17.7,0,179291
2019-09-27,18.0,0,171857
2019-09-28,22.3,1,176623
2019-09-29,20.6,1,179897
2019-09-30,18.1,0,173422
2019-10-01,23.1,0,171016
2019-10-02,20.0,0,175554
2019-10-03,20.9,0,171312
2019-10-04,16.3,0,173410
2019-10-05,16.2,1,182540
2019-10-06,18.5,1,180357
2019-10-07,17.7,0,173884
2019-10-08,13.5,0,173428
2019-10-09,16.4,0,172393
2019-10-10,24.9,0,172781
2019-10-11,22.0,0,174847
2019-10-12,13.7,1,174067
2019-10-13,13.5,1,171219
2019-10-14,13.5,0,173226
2019-10-15,15.7,0,171540
2019-10-16,12.6,0,169914
2019-10-17,17.6,0,169031
2019-10-18,19.5,0,163508
2019-10-19,9.1,1,176614
2019-10-20,10.5,1,174883
2019-10-21,9.6,0,167811
2019-10-22,13.5,0,165055
2019-10-23,14.2,0,163638
2019-10-24,13.4,0,163954
2019-10-25,5.3,0,165501
2019-10-26,16.0,1,172102
2019-10-27,16.2,1,168179
2019-10-28,10.6,0,168181
2019-10-29,9.7,0,161688
2019-10-30,17.1,0,164989
2019-10-31,11.2,0,161664
2019-11-01,12.7,0,164550
2019-11-02,6.1,1,163370
2019-11-03,9.6,1,172040
2019-11-04,9.4,0,156881
2019-11-05,10.5,0,160826
2019-11-06,10.1,0,160324
2019-11-07,2.0,0,161699
2019-11-08,9.8,0,156180
2019-11-09,11.9,1,162213
2019-11-10,11.8,1,163187
2019-11-11,9.2,0,155267
2019-11-12,10.2,0,158627
2019-11-13,9.0,0,158794
2019-11-14,7.1,0,155525
2019-11-15,6.2,0,152906
2019-11-16,9.0,1,164049
2019-11-17,7.3,1,157427
2019-11-18,5.2,0,155763
2019-11-19,14.1,0,150225
2019-11-20,6.6,0,152793
2019-11-21,9.0,0,155495
2019-11-22,6.6,0,154825
2019-11-23,-0.4,1,164089
2019-11-24,5.4,1,153096
2019-11-25,11.5,0,150079
2019-11-26,10.5,0,150615
2019-11-27,7.4,0,153111
2019-11-28,6.2,0,152667
2019-11-29,6.1,0,153278
2019-11-30,4.1,1,151420
2019-12-01,3.8,1,157243
2019-12-02,3.5,0,153118
2019-12-03,6.5,0,157043
2019-12-04,0.1,0,152811
2019-12-05,3.7,0,149692
2019-12-06,0.1,0,155571
2019-12-07,-3.3,1,156123
2019-12-08,2.3,1,148955
2019-12-09,2.6,0,149300
2019-12-10,3.8,0,147623
2019-12-11,0.0,0,144025
2019-12-12,8.6,0,145257
2019-12-13,1.0,0,146361
2019-12-14,2.7,1,148247
2019-12-15,-3.2,1,151397
2019-12-16,1.6,0,145735
2019-12-17,4.2,0,146068
2019-12-18,1.1,0,149692
2019-12-19,0.4,0,144060
2019-12-20,0.3,0,147240
2019-12-21,-3.1,1,148366
2019-12-22,5.4,1,151593
2019-12-23,2.5,0,147813
2019-12-24,-0.8,0,144968
2019-12-25,0.9,0,147168
2019-12-26,2.7,0,144175
2019-12-27,0.1,0,145399
2019-12-28,2.8,1,153681
2019-12-29,-4.6,1,146992
2019-12-30,-2.7,0,145179
2019-12-31,-1.7,0,139743
2020-01-01,-8.2,0,148289
2020-01-02,-0.5,0,141897
2020-01-03,-4.3,0,146393
2020-01-04,0.9,1,147782
2020-01-05,-4.2,1,147232
2020-01-06,-2.1,0,145009
2020-01-07,1.8,0,143948
2020-01-08,-1.8,0,146352
2020-01-09,0.6,0,144513
2020-01-10,-2.6,0,143799
2020-01-11,-2.8,1,144774
2020-01-12,-1.5,1,147573
2020-01-13,0.1,0,138881
2020-01-14,-4.4,0,141482
2020-01-15,3.2,0,144673
2020-01-16,-2.5,0,142304
2020-01-17,2.1,0,141441
2020-01-18,2.3,1,145542
2020-01-19,-1.6,1,148613
2020-01-20,1.3,0,139800
2020-01-21,-1.3,0,145185
2020-01-22,-0.8,0,139080
2020-01-23,2.0,0,140185
2020-01-24,-6.1,0,148279
2020-01-25,1.0,1,149262
2020-01-26,-5.3,1,147163
2020-01-27,0.6,0,147361
2020-01-28,-5.4,0,143061
2020-01-29,1.3,0,143276
2020-01-30,0.2,0,140693
2020-01-31,5.7,0,144406
2020-02-01,-4.8,1,144520
2020-02-02,-4.2,1,148585
2020-02-03,4.0,0,146230
2020-02-04,6.3,0,143272
2020-02-05,-1.9,0,148068
2020-02-06,2.3,0,147849
2020-02-07,-2.7,0,147015
2020-02-08,0.7,1,148074
2020-02-09,-2.0,1,151372
2020-02-10,-9.3,0,142427
2020-02-11,-0.1,0,148989
2020-02-12,-0.5,0,143072
2020-02-13,-6.9,0,143324
2020-02-14,1.3,0,145062
2020-02-15,-2.6,1,150168
2020-02-16,-0.2,1,157063
2020-02-17,3.4,0,142125
2020-02-18,-2.9,0,142129
2020-02-19,-2.1,0,149239
2020-02-20,-1.7,0,149681
2020-02-21,1.0,0,143420
2020-02-22,5.9,1,147694
2020-02-23,-2.0,1,152096
2020-02-24,5.7,0,148472
2020-02-25,-1.2,0,145509
2020-02-26,12.7,0,143445
2020-02-27,2.6,0,152855
2020-02-28,6.5,0,149570
2020-02-29,3.6,1,158325
2020-03-01,2.9,1,150147
2020-03-02,1.5,0,149196
2020-03-03,-0.9,0,146332
2020-03-04,6.8,0,152223
2020-03-05,4.0,0,149739
2020-03-06,0.3,0,153664
2020-03-07,8.1,1,159066
2020-03-08,8.0,1,159868
2020-03-09,2.9,0,155766
2020-03-10,5.2,0,154579
2020-03-11,5.8,0,151827
2020-03-12,10.4,0,153846
2020-03-13,3.3,0,156919
2020-03-14,5.3,1,160353
2020-03-15,5.2,1,159724
2020-03-16,7.3,0,158483
2020-03-17,10.1,0,149928
2020-03-18,10.4,0,152068
2020-03-19,6.1,0,155767
2020-03-20,2.9,0,154080
2020-03-21,6.4,1,163429
2020-03-22,7.8,1,165317
2020-03-23,9.8,0,154316
2020-03-24,10.0,0,159180
2020-03-25,11.8,0,160136
2020-03-26,7.9,0,159985
2020-03-27,6.4,0,158262
2020-03-28,7.5,1,165490
2020-03-29,8.4,1,165187
2020-03-30,9.1,0,162702
2020-03-31,8.0,0,166681
2020-04-01,10.2,0,161961
2020-04-02,6.5,0,163481
2020-04-03,5.8,0,164429
2020-04-04,12.6,1,165060
2020-04-05,12.0,1,168953
2020-04-06,14.3,0,168353
2020-04-07,15.6,0,167475
2020-04-08,14.8,0,166060
2020-04-09,19.8,0,163781
2020-04-10,10.9,0,164149
2020-04-11,12.4,1,174124
2020-04-12,5.7,1,170401
2020-04-13,14.7,0,167752
2020-04-14,9.2,0,167565
2020-04-15,12.0,0,163190
2020-04-16,14.0,0,172343
2020-04-17,12.0,0,168875
2020-04-18,12.8,1,173826
2020-04-19,9.7,1,179801
2020-04-20,15.9,0,171300
2020-04-21,12.7,0,170341
2020-04-22,17.6,0,166149
2020-04-23,13.3,0,173248
2020-04-24,19.2,0,174215
2020-04-25,16.7,1,176583
2020-04-26,16.4,1,183997
2020-04-27,19.9,0,176184
2020-04-28,19.2,0,173136
2020-04-29,22.1,0,179597
2020-04-30,20.2,0,175554
2020-05-01,15.1,0,175510
2020-05-02,16.2,1,180294
2020-05-03,23.7,1,179159
2020-05-04,25.6,0,176725
2020-05-05,19.8,0,177465
2020-05-06,17.2,0,174769
2020-05-07,18.6,0,180580
2020-05-08,14.3,0,178616
2020-05-09,17.5,1,182076
2020-05-10,11.3,1,183202
2020-05-11,20.3,0,175784
2020-05-12,23.1,0,181934
2020-05-13,21.7,0,182247
2020-05-14,19.8,0,184185
2020-05-15,25.3,0,176432
2020-05-16,27.6,1,186437
2020-05-17,26.8,1,181431
2020-05-18,19.9,0,183521
2020-05-19,23.2,0,183341
2020-05-20,26.9,0,188628
2020-05-21,24.2,0,184933
2020-05-22,26.9,0,183521
2020-05-23,22.3,1,189380
2020-05-24,29.0,1,182814
2020-05-25,28.1,0,185616
2020-05-26,24.5,0,188849
2020-05-27,21.3,0,187412
2020-05-28,26.5,0,183504
2020-05-29,19.7,0,186105
2020-05-30,19.6,1,189068
2020-05-31,26.0,1,189437
2020-06-01,21.1,0,192703
2020-06-02,23.4,0,186760
2020-06-03,23.2,0,181284
2020-06-04,27.3,0,182341
2020-06-05,31.4,0,191171
2020-06-06,22.7,1,190658
2020-06-07,26.2,1,189842
2020-06-08,27.8,0,188538
2020-06-09,34.2,0,197071
2020-06-10,23.0,0,186085
2020-06-11,27.0,0,184416
2020-06-12,27.1,0,189586
2020-06-13,24.3,1,193481
2020-06-14,26.3,1,191478
2020-06-15,30.6,0,188344
2020-06-16,26.8,0,188302
2020-06-17,29.1,0,187428
2020-06-18,34.0,0,193784
2020-06-19,29.6,0,193974
2020-06-20,34.7,1,197669
2020-06-21,27.7,1,198527
2020-06-22,31.6,0,190039
2020-06-23,29.6,0,197579
2020-06-24,20.1,0,189070
2020-06-25,29.0,0,192713
2020-06-26,31.0,0,190718
2020-06-27,33.1,1,200234
2020-06-28,29.3,1,195113
2020-06-29,30.7,0,197855
2020-06-30,33.2,0,201638
2020-07-01,30.3,0,193136
2020-07-02,23.9,0,197704
2020-07-03,32.2,0,196175
2020-07-04,28.6,1,196923
2020-07-05,35.5,1,209285
2020-07-06,30.8,0,191348
2020-07-07,30.5,0,196309
2020-07-08,28.7,0,192043
2020-07-09,27.4,0,198074
2020-07-10,28.8,0,193342
2020-07-11,34.7,1,208390
2020-07-12,33.5,1,202697
2020-07-13,30.8,0,190665
2020-07-14,33.0,0,196773
2020-07-15,31.6,0,197493
2020-07-16,27.0,0,190130
2020-07-17,35.6,0,200693
2020-07-18,28.7,1,199831
2020-07-19,28.2,1,194086
2020-07-20,32.4,0,196402
2020-07-21,26.0,0,197229
2020-07-22,26.6,0,194339
2020-07-23,27.6,0,199877
2020-07-24,32.2,0,195405
2020-07-25,32.1,1,202184
2020-07-26,31.9,1,205155
2020-07-27,36.2,0,204881
2020-07-28,31.4,0,202322
2020-07-29,28.5,0,195793
2020-07-30,30.6,0,195704
2020-07-31,30.5,0,199067
2020-08-01,34.1,1,207011
2020-08-02,31.0,1,203817
2020-08-03,30.0,0,192837
2020-08-04,26.0,0,188360
2020-08-05,31.2,0,197562
2020-08-06,28.0,0,191292
2020-08-07,25.8,0,186882
2020-08-08,35.4,1,203743
2020-08-09,32.4,1,200526
2020-08-10,26.9,0,192291
2020-08-11,27.5,0,192347
2020-08-12,31.4,0,193441
2020-08-13,24.2,0,191205
2020-08-14,26.1,0,192560
2020-08-15,28.2,1,198977
2020-08-16,30.5,1,193921
2020-08-17,28.1,0,196699
2020-08-18,28.0,0,193163
2020-08-19,33.2,0,199275
2020-08-20,31.4,0,191954
2020-08-21,36.1,0,201284
2020-08-22,28.9,1,194530
2020-08-23,25.1,1,198168
2020-08-24,27.1,0,190470
2020-08-25,29.9,0,194372
2020-08-26,27.7,0,187637
2020-08-27,28.3,0,185618
2020-08-28,28.1,0,194115
2020-08-29,27.6,1,199700
2020-08-30,30.2,1,193643
2020-08-31,30.2,0,190054
2020-09-01,26.5,0,187980
2020-09-02,20.6,0,187376
2020-09-03,28.7,0,189630
2020-09-04,22.9,0,189710
2020-09-05,25.9,1,191652
2020-09-06,25.8,1,193137
2020-09-07,27.0,0,181484
2020-09-08,25.8,0,187420
2020-09-09,29.3,0,184964
2020-09-10,26.3,0,187174
2020-09-11,22.8,0,182099
2020-09-12,24.0,1,187857
2020-09-13,25.7,1,187853
2020-09-14,23.8,0,183423
2020-09-15,26.6,0,184476
2020-09-16,23.9,0,180092
2020-09-17,25.4,0,183019
2020-09-18,20.7,0,181773
2020-09-19,19.8,1,189030
2020-09-20,24.4,1,186764
2020-09-21,18.1,0,177431
2020-09-22,21.7,0,182803
2020-09-23,22.4,0,173875
2020-09-24,25.9,0,180680
2020-09-25,26.1,0,180029
2020-09-26,17.6,1,182441
2020-09-27,18.4,1,184753
2020-09-28,13.8,0,178072
2020-09-29,19.8,0,180325
2020-09-30,18.0,0,179787
2020-10-01,23.4,0,178117
2020-10-02,22.5,0,178896
2020-10-03,12.4,1,181764
2020-10-04,21.9,1,178711
2020-10-05,16.5,0,177320
2020-10-06,12.2,0,175203
2020-10-07,13.0,0,175194
2020-10-08,21.3,0,173121
2020-10-09,19.1,0,173241
2020-10-10,16.8,1,177106
2020-10-11,14.7,1,177090
2020-10-12,16.2,0,169083
2020-10-13,18.8,0,172790
2020-10-14,18.9,0,175079
2020-10-15,13.8,0,168115
2020-10-16,15.9,0,170643
2020-10-17,14.0,1,173680
2020-10-18,12.7,1,170098
2020-10-19,16.9,0,180269
2020-10-20,23.2,0,171470
2020-10-21,13.9,0,166094
2020-10-22,14.2,0,165318
2020-10-23,16.5,0,166028
2020-10-24,13.2,1,176559
2020-10-25,12.4,1,171366
2020-10-26,11.7,0,176553
2020-10-27,14.5,0,172362
2020-10-28,10.8,0,164797
2020-10-29,16.0,0,169329
2020-10-30,10.9,0,164981
2020-10-31,8.3,1,169431
2020-11-01,14.6,1,171518
2020-11-02,12.5,0,164734
2020-11-03,9.3,0,167821
2020-11-04,8.6,0,163548
2020-11-05,13.1,0,165909
2020-11-06,10.5,0,160378
2020-11-07,10.1,1,166796
2020-11-08,8.8,1,168981
2020-11-09,8.2,0,154053
2020-11-10,11.6,0,160142
2020-11-11,6.4,0,158529
2020-11-12,9.9,0,163673
2020-11-13,9.1,0,157825
2020-11-14,11.6,1,164786
2020-11-15,7.3,1,163410
2020-11-16,8.6,0,156815
2020-11-17,10.4,0,160906
2020-11-18,5.4,0,155533
2020-11-19,2.2,0,159150
2020-11-20,3.6,0,159767
2020-11-21,7.8,1,161037
2020-11-22,0.3,1,159097
2020-11-23,0.8,0,158515
2020-11-24,6.3,0,156002
2020-11-25,5.3,0,155605
2020-11-26,10.3,0,157118
2020-11-27,5.0,0,149898
2020-11-28,3.3,1,159847
2020-11-29,4.3,1,161633
2020-11-30,6.9,0,156722
2020-12-01,4.7,0,157176
2020-12-02,0.8,0,150259
2020-12-03,0.2,0,152282
2020-12-04,7.5,0,148697
2020-12-05,4.0,1,160550
2020-12-06,5.3,1,155427
2020-12-07,2.8,0,152142
2020-12-08,6.6,0,152633
2020-12-09,1.6,0,148812
2020-12-10,5.4,0,150982
2020-12-11,3.0,0,150941
2020-12-12,2.4,1,154148
2020-12-13,-2.1,1,154152
2020-12-14,8.2,0,148143
2020-12-15,-1.2,0,151948
2020-12-16,-2.9,0,149930
2020-12-17,0.1,0,155326
2020-12-18,2.5,0,145261
2020-12-19,-2.8,1,151548
2020-12-20,6.0,1,155678
2020-12-21,5.7,0,147456
2020-12-22,9.8,0,148096
2020-12-23,-0.0,0,143202
2020-12-24,-1.3,0,147081
2020-12-25,-3.0,0,145572
2020-12-26,1.0,1,153312
2020-12-27,1.1,1,156595
2020-12-28,1.1,0,145869
2020-12-29,-1.7,0,148743
2020-12-30,-1.6,0,145954
2020-12-31,-2.0,0,140648
2021-01-01,-0.7,0,144120
2021-01-02,1.2,1,155090
2021-01-03,-1.5,1,153089
2021-01-04,0.6,0,147708
2021-01-05,-0.4,0,146766
2021-01-06,6.1,0,146477
2021-01-07,-3.5,0,146592
2021-01-08,5.0,0,145843
2021-01-09,-2.8,1,148871
2021-01-10,0.6,1,148396
2021-01-11,1.8,0,139988
2021-01-12,1.6,0,146171
2021-01-13,0.3,0,146362
2021-01-14,-1.0,0,140640
2021-01-15,6.4,0,151169
2021-01-16,-1.2,1,153875
2021-01-17,3.3,1,149573
2021-01-18,0.5,0,146350
2021-01-19,5.3,0,147337
2021-01-20,2.1,0,141855
2021-01-21,-0.8,0,145243
2021-01-22,1.8,0,147926
2021-01-23,0.9,1,146578
2021-01-24,-3.8,1,157588
2021-01-25,-0.4,0,145498
2021-01-26,0.6,0,149516
2021-01-27,-1.5,0,143969
2021-01-28,-4.4,0,145995
2021-01-29,-1.1,0,141105
2021-01-30,0.7,1,150291
2021-01-31,3.2,1,148008
2021-02-01,1.1,0,148783
2021-02-02,1.1,0,141359
2021-02-03,-4.6,0,142895
2021-02-04,1.2,0,144135
2021-02-05,-4.2,0,141311
2021-02-06,-0.3,1,156917
2021-02-07,0.7,1,150255
2021-02-08,1.0,0,147579
2021-02-09,3.0,0,150337
2021-02-10,4.6,0,149737
2021-02-11,1.4,0,148156
2021-02-12,0.6,0,145723
2021-02-13,-1.1,1,152529
2021-02-14,-1.2,1,158750
2021-02-15,-1.0,0,150395
2021-02-16,-0.8,0,157294
2021-02-17,1.0,0,150339
2021-02-18,0.6,0,149207
2021-02-19,5.4,0,147595
2021-02-20,1.5,1,153084
2021-02-21,6.0,1,155492
2021-02-22,0.5,0,146413
2021-02-23,-2.3,0,153699
2021-02-24,2.6,0,149954
2021-02-25,3.2,0,150135
2021-02-26,-0.8,0,150761
2021-02-27,3.3,1,160406
2021-02-28,3.7,1,157280
2021-03-01,6.0,0,150817
2021-03-02,1.9,0,151333
2021-03-03,9.3,0,150624
2021-03-04,5.8,0,149326
2021-03-05,1.3,0,154299
2021-03-06,1.3,1,164364
2021-03-07,-1.8,1,160102
2021-03-08,5.5,0,157976
2021-03-09,5.8,0,154693
2021-03-10,6.5,0,154309
2021-03-11,9.1,0,156995
2021-03-12,4.9,0,159544
2021-03-13,-0.8,1,160135
2021-03-14,2.5,1,165000
2021-03-15,7.2,0,160488
2021-03-16,12.7,0,156061
2021-03-17,7.3,0,159385
2021-03-18,5.5,0,159114
2021-03-19,5.1,0,158391
2021-03-20,10.9,1,165696
2021-03-21,7.5,1,158224
2021-03-22,8.9,0,163147
2021-03-23,8.7,0,159705
2021-03-24,10.0,0,156391
2021-03-25,11.6,0,166340
2021-03-26,11.7,0,164596
2021-03-27,13.0,1,161112
2021-03-28,13.6,1,166937
2021-03-29,6.8,0,165640
2021-03-30,13.7,0,167354
2021-03-31,10.3,0,165312
2021-04-01,6.1,0,167462
2021-04-02,9.6,0,171156
2021-04-03,10.1,1,166866
2021-04-04,10.5,1,168988
2021-04-05,21.2,0,164441
2021-04-06,13.4,0,167148
2021-04-07,11.7,0,163273
2021-04-08,9.3,0,167931
2021-04-09,16.2,0,161051
2021-04-10,12.6,1,174993
2021-04-11,19.0,1,174235
2021-04-12,12.2,0,167093
2021-04-13,11.2,0,167608
2021-04-14,15.8,0,166244
2021-04-15,7.9,0,169576
2021-04-16,14.7,0,168055
2021-04-17,19.9,1,173430
2021-04-18,10.6,1,179030
2021-04-19,11.1,0,172861
2021-04-20,18.7,0,167186
2021-04-21,13.8,0,174481
2021-04-22,18.8,0,171857
2021-04-23,19.7,0,178764
2021-04-24,16.2,1,180812
2021-04-25,20.9,1,180446
2021-04-26,24.6,0,171878
2021-04-27,23.1,0,172664
2021-04-28,15.8,0,170619
2021-04-29,13.5,0,171897
2021-04-30,15.1,0,179711
2021-05-01,13.6,1,179026
2021-05-02,15.1,1,180099
2021-05-03,19.8,0,177713
2021-05-04,20.5,0,174186
2021-05-05,12.8,0,176333
2021-05-06,19.2,0,178509
2021-05-07,18.9,0,177365
2021-05-08,13.3,1,182766
2021-05-09,21.1,1,188692
2021-05-10,17.6,0,183595
2021-05-11,22.4,0,182143
2021-05-12,24.7,0,181708
2021-05-13,22.4,0,181608
2021-05-14,26.2,0,185613
2021-05-15,21.5,1,185893
2021-05-16,17.8,1,189302
2021-05-17,25.2,0,184271
2021-05-18,24.2,0,181577
2021-05-19,18.8,0,180789
2021-05-20,19.4,0,184885
